x,score,time,homeOraway,opponent,3pt %,3pt %_op,3pts,3pts_op,3pt attempts,3pt attempts_op,2pt %,2pt %_op,2pts,2pts_op,2pt attempts,2pt attempts_op,rebounds,rebounds_op,offensive rebs,offensive rebs_op,defensive rebs,defensive rebs_op,free throws %,free throws %_op,free throws,free throws_op,free throw atps,free throw atps_op,assists,assists_op,steals,steals_op,blocks,blocks_op,turnovers,turnovers_op,fouls,fouls_op
-2.0,101.0,2016-01-14,0,MEM,47.0,56.0,15.0,9.0,32.0,16.0,55.0,47.0,22.0,28.0,40.0,60.0,35.0,29.0,8.0,5.0,27.0,24.0,71.0,80.0,12.0,20.0,17.0,25.0,18.0,21.0,3.0,13.0,2.0,3.0,-20.0,-15.0,-21.0,-19.0
-1.0,92.0,2015-12-09,1,MEM,28.0,27.0,8.0,4.0,29.0,15.0,50.0,51.0,29.0,37.0,58.0,73.0,43.0,53.0,13.0,16.0,30.0,37.0,67.0,54.0,10.0,7.0,15.0,13.0,17.0,23.0,9.0,4.0,6.0,4.0,-12.0,-17.0,-16.0,-15.0
-6.0,93.0,2016-04-12,1,MIA,28.0,35.0,5.0,7.0,18.0,20.0,44.0,53.0,29.0,31.0,66.0,58.0,48.0,39.0,18.0,8.0,30.0,31.0,67.0,73.0,20.0,16.0,30.0,22.0,15.0,15.0,9.0,7.0,4.0,5.0,-15.0,-14.0,-17.0,-21.0
-18.0,89.0,2016-04-05,0,MIA,24.0,64.0,5.0,9.0,21.0,14.0,46.0,50.0,27.0,35.0,59.0,70.0,43.0,41.0,12.0,7.0,31.0,34.0,80.0,71.0,20.0,10.0,25.0,14.0,14.0,22.0,7.0,6.0,1.0,4.0,-13.0,-9.0,-14.0,-17.0
1.0,93.0,2015-12-22,0,MIA,52.0,22.0,15.0,4.0,29.0,18.0,41.0,50.0,20.0,35.0,49.0,70.0,43.0,40.0,12.0,11.0,31.0,29.0,57.0,83.0,8.0,10.0,14.0,12.0,16.0,13.0,3.0,9.0,3.0,7.0,-16.0,-5.0,-11.0,-12.0
23.0,104.0,2015-11-25,1,MIA,52.0,30.0,16.0,6.0,31.0,20.0,37.0,44.0,25.0,26.0,67.0,59.0,54.0,43.0,18.0,10.0,36.0,33.0,86.0,69.0,6.0,11.0,7.0,16.0,24.0,21.0,6.0,2.0,7.0,7.0,-7.0,-13.0,-16.0,-14.0
1.0,92.0,2016-03-21,1,MIL,27.0,50.0,9.0,5.0,33.0,10.0,50.0,55.0,26.0,36.0,52.0,66.0,39.0,40.0,10.0,5.0,29.0,35.0,77.0,57.0,13.0,4.0,17.0,7.0,18.0,23.0,6.0,5.0,3.0,7.0,-12.0,-13.0,-14.0,-20.0
11.0,102.0,2016-02-27,0,MIL,40.0,58.0,12.0,7.0,30.0,12.0,43.0,47.0,25.0,31.0,58.0,66.0,46.0,44.0,17.0,12.0,29.0,32.0,67.0,80.0,16.0,8.0,24.0,10.0,24.0,21.0,13.0,3.0,2.0,7.0,-10.0,-21.0,-18.0,-23.0
7.0,102.0,2015-12-04,1,MIL,30.0,22.0,7.0,4.0,23.0,18.0,46.0,51.0,27.0,35.0,59.0,69.0,46.0,51.0,8.0,9.0,38.0,42.0,69.0,93.0,27.0,13.0,39.0,14.0,18.0,21.0,8.0,6.0,4.0,6.0,-9.0,-14.0,-11.0,-33.0
-21.0,88.0,2015-11-23,0,MIL,21.0,69.0,6.0,9.0,28.0,13.0,40.0,49.0,25.0,34.0,63.0,70.0,48.0,45.0,22.0,12.0,26.0,33.0,83.0,82.0,20.0,14.0,24.0,17.0,19.0,30.0,7.0,12.0,3.0,4.0,-17.0,-12.0,-18.0,-23.0
