x,score,time,homeOraway,opponent,3pt %,3pt %_op,3pts,3pts_op,3pt attempts,3pt attempts_op,2pt %,2pt %_op,2pts,2pts_op,2pt attempts,2pt attempts_op,rebounds,rebounds_op,offensive rebs,offensive rebs_op,defensive rebs,defensive rebs_op,free throws %,free throws %_op,free throws,free throws_op,free throw atps,free throw atps_op,assists,assists_op,steals,steals_op,blocks,blocks_op,turnovers,turnovers_op,fouls,fouls_op
6.0,94.0,2015-12-25,1,NOP,23.0,30.0,6.0,6.0,26.0,20.0,47.0,43.0,29.0,30.0,62.0,70.0,57.0,45.0,11.0,7.0,46.0,38.0,67.0,91.0,18.0,10.0,27.0,11.0,19.0,19.0,10.0,10.0,5.0,3.0,-17.0,-17.0,-15.0,-20.0
17.0,98.0,2016-02-28,0,NYK,13.0,40.0,1.0,6.0,8.0,15.0,51.0,36.0,39.0,26.0,76.0,72.0,54.0,39.0,12.0,12.0,42.0,27.0,81.0,92.0,17.0,11.0,21.0,12.0,25.0,16.0,9.0,8.0,4.0,9.0,-15.0,-11.0,-18.0,-23.0
-8.0,90.0,2016-01-06,1,NYK,12.0,38.0,2.0,3.0,17.0,8.0,54.0,58.0,35.0,36.0,65.0,62.0,35.0,34.0,12.0,5.0,23.0,29.0,93.0,94.0,14.0,17.0,15.0,18.0,14.0,15.0,2.0,6.0,4.0,5.0,-13.0,-11.0,-16.0,-18.0
19.0,97.0,2015-11-27,0,NYK,41.0,21.0,7.0,3.0,17.0,14.0,44.0,41.0,26.0,29.0,59.0,71.0,42.0,39.0,8.0,7.0,34.0,32.0,86.0,73.0,24.0,11.0,28.0,15.0,16.0,16.0,4.0,7.0,7.0,5.0,-12.0,-10.0,-13.0,-24.0
17.0,95.0,2015-11-23,1,NYK,26.0,17.0,5.0,4.0,19.0,24.0,42.0,38.0,26.0,24.0,62.0,63.0,56.0,49.0,16.0,15.0,40.0,34.0,78.0,86.0,28.0,18.0,36.0,21.0,18.0,12.0,8.0,7.0,7.0,4.0,-9.0,-11.0,-19.0,-23.0
-25.0,74.0,2016-01-17,0,OKC,29.0,32.0,4.0,7.0,14.0,22.0,45.0,50.0,26.0,33.0,58.0,66.0,36.0,44.0,7.0,13.0,29.0,31.0,91.0,1.0,10.0,12.0,11.0,12.0,12.0,24.0,6.0,11.0,9.0,8.0,-19.0,-14.0,-12.0,-13.0
2.0,97.0,2015-12-03,1,OKC,23.0,25.0,3.0,4.0,13.0,16.0,54.0,49.0,37.0,31.0,68.0,63.0,35.0,44.0,6.0,9.0,29.0,35.0,58.0,88.0,14.0,21.0,24.0,24.0,25.0,15.0,10.0,5.0,3.0,1.0,-9.0,-15.0,-14.0,-18.0
22.0,118.0,2016-04-10,1,ORL,30.0,39.0,6.0,7.0,20.0,18.0,65.0,46.0,37.0,30.0,57.0,65.0,41.0,35.0,4.0,6.0,37.0,29.0,87.0,79.0,26.0,15.0,30.0,19.0,28.0,18.0,10.0,6.0,3.0,1.0,-12.0,-16.0,-16.0,-18.0
-3.0,109.0,2016-04-08,0,ORL,36.0,50.0,8.0,5.0,22.0,10.0,47.0,53.0,37.0,38.0,78.0,72.0,53.0,37.0,23.0,6.0,30.0,31.0,52.0,75.0,11.0,21.0,21.0,28.0,18.0,23.0,6.0,4.0,5.0,9.0,-12.0,-10.0,-23.0,-19.0
11.0,108.0,2016-03-25,1,ORL,33.0,33.0,5.0,6.0,15.0,18.0,54.0,45.0,35.0,30.0,65.0,66.0,45.0,42.0,12.0,14.0,33.0,28.0,70.0,68.0,23.0,19.0,33.0,28.0,23.0,20.0,9.0,7.0,7.0,1.0,-11.0,-14.0,-20.0,-24.0
7.0,108.0,2015-12-26,0,ORL,50.0,47.0,10.0,9.0,20.0,19.0,49.0,57.0,28.0,34.0,57.0,60.0,38.0,34.0,9.0,9.0,29.0,25.0,96.0,46.0,22.0,6.0,23.0,13.0,22.0,31.0,5.0,7.0,4.0,2.0,-8.0,-9.0,-10.0,-18.0
5.0,103.0,2016-03-06,1,PHI,57.0,36.0,8.0,11.0,14.0,31.0,42.0,48.0,28.0,26.0,67.0,54.0,51.0,40.0,13.0,12.0,38.0,28.0,77.0,59.0,23.0,13.0,30.0,22.0,16.0,20.0,7.0,5.0,10.0,7.0,-12.0,-11.0,-18.0,-21.0
10.0,112.0,2016-03-04,0,PHI,31.0,29.0,5.0,9.0,16.0,31.0,47.0,42.0,34.0,27.0,72.0,64.0,55.0,44.0,16.0,15.0,39.0,29.0,81.0,78.0,29.0,21.0,36.0,27.0,24.0,21.0,7.0,12.0,5.0,5.0,-16.0,-8.0,-19.0,-27.0
5.0,96.0,2015-11-21,1,PHI,28.0,32.0,5.0,10.0,18.0,31.0,49.0,41.0,25.0,21.0,51.0,51.0,45.0,43.0,9.0,10.0,36.0,33.0,69.0,79.0,31.0,19.0,45.0,24.0,16.0,16.0,7.0,7.0,14.0,8.0,-16.0,-16.0,-19.0,-30.0
16.0,108.0,2016-03-03,1,PHX,53.0,23.0,9.0,5.0,17.0,22.0,47.0,47.0,31.0,28.0,66.0,60.0,48.0,38.0,7.0,6.0,41.0,32.0,76.0,78.0,19.0,21.0,25.0,27.0,25.0,12.0,5.0,7.0,8.0,2.0,-12.0,-9.0,-25.0,-24.0
8.0,103.0,2016-01-08,0,PHX,39.0,25.0,7.0,6.0,18.0,24.0,53.0,50.0,29.0,34.0,55.0,68.0,41.0,46.0,6.0,15.0,35.0,31.0,80.0,69.0,24.0,9.0,30.0,13.0,23.0,15.0,9.0,5.0,6.0,4.0,-10.0,-14.0,-13.0,-22.0
-17.0,93.0,2016-04-02,0,POR,32.0,63.0,6.0,10.0,19.0,16.0,41.0,49.0,28.0,31.0,69.0,63.0,42.0,45.0,12.0,8.0,30.0,37.0,70.0,78.0,19.0,18.0,27.0,23.0,16.0,21.0,9.0,9.0,4.0,4.0,-13.0,-15.0,-17.0,-19.0
7.0,116.0,2015-12-20,1,POR,52.0,38.0,12.0,13.0,23.0,34.0,60.0,57.0,31.0,26.0,52.0,46.0,30.0,42.0,5.0,10.0,25.0,32.0,69.0,82.0,18.0,18.0,26.0,22.0,26.0,23.0,11.0,7.0,7.0,0.0,-11.0,-19.0,-14.0,-24.0
6.0,112.0,2016-04-01,0,SAC,55.0,33.0,12.0,7.0,22.0,21.0,50.0,47.0,30.0,31.0,60.0,66.0,38.0,41.0,7.0,16.0,31.0,25.0,94.0,79.0,16.0,23.0,17.0,29.0,23.0,20.0,5.0,7.0,6.0,5.0,-18.0,-13.0,-22.0,-16.0
7.0,116.0,2015-11-19,1,SAC,29.0,52.0,7.0,12.0,24.0,23.0,54.0,51.0,35.0,31.0,65.0,61.0,41.0,42.0,12.0,9.0,29.0,33.0,76.0,55.0,25.0,11.0,33.0,20.0,25.0,25.0,11.0,3.0,7.0,3.0,-7.0,-18.0,-15.0,-27.0
-24.0,88.0,2016-03-23,0,SAS,50.0,57.0,7.0,8.0,14.0,14.0,48.0,51.0,30.0,34.0,63.0,67.0,36.0,44.0,6.0,10.0,30.0,34.0,58.0,83.0,7.0,20.0,12.0,24.0,23.0,26.0,8.0,7.0,6.0,4.0,-14.0,-10.0,-16.0,-12.0
-18.0,101.0,2016-02-09,1,SAS,33.0,43.0,4.0,6.0,12.0,14.0,62.0,55.0,36.0,41.0,58.0,75.0,31.0,43.0,1.0,11.0,30.0,32.0,71.0,73.0,17.0,19.0,24.0,26.0,21.0,25.0,7.0,10.0,5.0,4.0,-17.0,-10.0,-20.0,-17.0
-8.0,104.0,2016-03-12,0,TOR,36.0,33.0,9.0,6.0,25.0,18.0,38.0,47.0,28.0,31.0,73.0,66.0,47.0,42.0,16.0,7.0,31.0,35.0,81.0,84.0,21.0,32.0,26.0,38.0,19.0,17.0,9.0,10.0,5.0,7.0,-13.0,-13.0,-30.0,-23.0
-20.0,81.0,2016-01-22,0,TOR,24.0,52.0,4.0,13.0,17.0,25.0,45.0,44.0,29.0,22.0,64.0,50.0,42.0,41.0,14.0,6.0,28.0,35.0,65.0,86.0,11.0,18.0,17.0,21.0,13.0,19.0,4.0,4.0,2.0,8.0,-12.0,-12.0,-16.0,-15.0
-14.0,94.0,2015-12-18,1,TOR,36.0,38.0,9.0,8.0,25.0,21.0,53.0,56.0,26.0,33.0,49.0,59.0,34.0,38.0,4.0,6.0,30.0,32.0,88.0,82.0,15.0,18.0,17.0,22.0,19.0,18.0,4.0,11.0,6.0,5.0,-13.0,-7.0,-19.0,-12.0
20.0,96.0,2015-11-08,1,TOR,40.0,16.0,8.0,3.0,20.0,19.0,43.0,48.0,27.0,25.0,63.0,52.0,48.0,38.0,13.0,7.0,35.0,31.0,72.0,77.0,18.0,17.0,25.0,22.0,18.0,17.0,8.0,8.0,8.0,5.0,-10.0,-16.0,-20.0,-21.0
-15.0,83.0,2016-01-09,0,UTA,32.0,45.0,6.0,9.0,19.0,20.0,44.0,59.0,28.0,30.0,63.0,51.0,39.0,37.0,15.0,5.0,24.0,32.0,53.0,61.0,9.0,11.0,17.0,18.0,14.0,19.0,7.0,10.0,8.0,7.0,-17.0,-16.0,-16.0,-16.0
1.0,92.0,2015-11-12,1,UTA,31.0,24.0,4.0,4.0,13.0,17.0,50.0,42.0,32.0,30.0,64.0,72.0,47.0,42.0,8.0,11.0,39.0,31.0,64.0,76.0,16.0,19.0,25.0,25.0,14.0,13.0,6.0,10.0,11.0,9.0,-15.0,-10.0,-20.0,-23.0
20.0,114.0,2016-02-20,1,WAS,15.0,14.0,2.0,3.0,13.0,22.0,54.0,48.0,45.0,37.0,83.0,77.0,67.0,45.0,19.0,12.0,48.0,33.0,64.0,52.0,18.0,11.0,28.0,21.0,23.0,13.0,2.0,5.0,9.0,4.0,-7.0,-6.0,-20.0,-23.0
-19.0,87.0,2016-01-20,0,WAS,47.0,31.0,7.0,5.0,15.0,16.0,49.0,57.0,26.0,40.0,53.0,70.0,31.0,34.0,7.0,11.0,24.0,23.0,78.0,85.0,14.0,11.0,18.0,13.0,23.0,27.0,3.0,11.0,4.0,3.0,-20.0,-10.0,-16.0,-19.0
22.0,97.0,2016-01-03,0,WAS,39.0,14.0,9.0,4.0,23.0,29.0,48.0,44.0,30.0,27.0,63.0,62.0,54.0,45.0,9.0,11.0,45.0,34.0,83.0,69.0,10.0,9.0,12.0,13.0,27.0,19.0,8.0,5.0,11.0,2.0,-12.0,-10.0,-15.0,-12.0
